# File: FAO_CL_kha_RESOURCESTAT.csv
# Title: FAO cropland area by country_year
# Units: 1000 Ha
# Description:  Data is cleaned and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:RL FAO.udpate:2021-06-17T00:00:00)
# Date of CSV last update: 2022-04-13
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
184,Rwanda,6621,Arable land,5110,Area,1000 ha,610,668,686,700,715,730,745,760,775,790,805,820,827,834,842,849,850,880,880,880,850,700,700,750,800,820,866,900,1000,1116,1094,1110.88,1082.9,1102.95,1114.88,1117.44,1118.87,1123.92,1141.44,1150.73,1182.5,1149.5,1151.7,1151.7,1151.7,1151.7,1151.7
185,Russian Federation,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,132008,129538,128422,127500,126024,127466,126132,124975,124374,123860,123465,122559,122146,121781,121574,121574,121649,121649,121649,121649,121649,121649,121649,121649,121649,121649,121649,121649
186,Serbia and Montenegro,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,3720,3721,3729,3731,3708,3707,3696,3402,3406,3402,3397,3390,3391,3505,,,,,,,,,,,,,,
187,"Saint Helena, Ascension and Tristan da Cunha",6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
188,Saint Kitts and Nevis,6621,Arable land,5110,Area,1000 ha,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,6,6,6,7,7,7,7,7,7,3.97,3.98,3.99,4,4,4.5,5,5,5,5,5,5,5,5,5
189,Saint Lucia,6621,Arable land,5110,Area,1000 ha,5,5.3,5,5,5,5,4.7,4.5,4.3,4,3.7,3.5,3.3,3.3,3,3,3,2.9,2.8,2.7,2.7,2.5,2,1.9,1.9,2,2,2,2,2,2,2,2.2,2.3,2.4,2.5,3,3,3,3,3,3,3,3,3,3,3
190,Saint Pierre and Miquelon,6621,Arable land,5110,Area,1000 ha,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
191,Saint Vincent and the Grenadines,6621,Arable land,5110,Area,1000 ha,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3.41,3.3,3.19,3.08,2.97,2.86,2.75,2.64,2.53,2.42,2.31,2.2,2.09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
192,San Marino,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.985,1.985,1.985,1.985,1.985
193,Sao Tome and Principe,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,6,4,4,4,4,4,4,4,4,4
194,Saudi Arabia,6621,Arable land,5110,Area,1000 ha,1500,1560,1620,1680,1740,1790,1840,1890,1940,1990,2200,2350,2550,2700,2900,3050,3200,3390,3579,3650,3672,3667,3655,3646,3639,3637,3594,3592,3600,3600,3600,3500,3500,3450,3446,3339,3196,3180,3159,3117,3068,3430,3490,3477,3466,3441,3441
195,Senegal,6621,Arable land,5110,Area,1000 ha,3279,3329,3328,3326,3124,3123,3122,3121,3120,3118,3116,3114,3110,3107,3104,3098,3094,3092,2973,3044,3082,3178,3077,3217,2938,2685,3407,3322,3099,3050,2932,2987,3126,2836,2850,3620,3830,3800,3300,3300,3200,3200,3200,3200,3200,3200,3200
196,Seychelles,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.135,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15
197,Sierra Leone,6621,Arable land,5110,Area,1000 ha,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,486,486,486,486,486,486,485,485,485,484,484,484,490,681.52,910.08,1236.67,1437.73,1472.02,1689.88,1283.72,1372.23,1460.97,1580.38,1652.63,1471.65,1583.65,1584,1584,1584,1584,1584,1584
198,Slovenia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,200,200,196,196,191,173,172,171,173,173,168,173,176,176,178,175,183.41,184.25,184.59,184.35,183.7,184.96,184.04,184.24,184.26,184,181.78,181.23
199,Slovakia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,1562,1561,1557,1553,1550,1547,1539,1528,1442,1410,1413,1393,1391,1378,1377,1382,1382,1392,1391.2,1392.3,1361.6,1359.2,1350,1347,1343,1348,1349
200,Singapore,6621,Arable land,5110,Area,1000 ha,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,0.7,0.66,0.65,0.7,0.6,0.6,0.64,0.63,0.63,0.57,0.56,0.56,0.56,0.56,0.56,0.56
201,Somalia,6621,Arable land,5110,Area,1000 ha,951,955,960,965,969,974,979,984,989,994,999,1004,1009,1014,1018,1021,1021,1022,1022,1023,1024,1030,1035,1039,1043,1043,1043,1043,1045,1200,1250,1350,1350,1140,1000,1100,1100,1100,1000,1000,1100,1100,1100,1100,1100,1100,1100
202,South Africa,6621,Arable land,5110,Area,1000 ha,12490,12530,12570,12612,12570,12530,12480,12440,12400,12355,12355,12355,12355,12600,12550,12600,12700,12800,12900,13163,13426,13450,13500,13650,13700,13700,13760,13812,13685,13700,13600,13300,13175,12600,12600,12800,12660,12533,12033,12000,12000,12000,12000,12000,12000,12000,12000
203,Spain,6621,Arable land,5110,Area,1000 ha,16054,15918,15821,15657,15630,15640,15578,15558,15569,15565,15592,15651,15564,15565,15584,15577,15512,15335,15258,15201,14982,14806,14045,14450,14285,13684,13463,13400,13064,12909,13017,13025,12913,12720,12586,12488,12497,12528,12429,12570,12181,12278,12278.22,12337.18,12253.767,11884.2519,11812.3146
205,Western Sahara,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
206,Sudan (former),6621,Arable land,5110,Area,1000 ha,11958,12015,12115,12210,12308,12346,12345,12360,12390,12450,12500,12550,12600,12650,12700,12740,12750,12800,12850,12900,14618,15000,16157,16672,16600,16500,16380,16233,16376,16519,18052,18019,18750,18750,19247,19321,19898.8,19877.7,19877.7,,,,,,,,
207,Suriname,6621,Arable land,5110,Area,1000 ha,35,35,35,35,36,36,37,40,43,46,48,50,52,54,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,45,55,53,49,49,46,47,58,55,58,52,60,65,65,65,62,62,62
208,Tajikistan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,860,869,850,844,811,811,784,784,784,783,781,782,778,757,737,746,741,751.4,746.9,743.2,738.6,735,729.7,723.3,714.1,716.9,701.8,699.9
209,Eswatini,6621,Arable land,5110,Area,1000 ha,168,155,167,161,149,188,184,183,134,133,133,169,154,154,164,177,192,180,183,179,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,175,175,175,175,175,175,175,175,175,175,175
210,Sweden,6621,Arable land,5110,Area,1000 ha,3014,3015,3002,2999,2990,2996,2981,2975,2956,2946,2937,2929,2918,2904,2886,2868,2849,2841,2787,2765,2777,2777,2764,2809,2796,2781,2744,2599.3,2678.8,2654.5,2641.6,2645.7,2687.1,2645.5,2631.4,2614.7,2627.7,2618.6,2604.1,2593.8,2588.62,2580.73,2575.19,2565.58,2555.11,2541.99,2540.12
211,Switzerland,6621,Arable land,5110,Area,1000 ha,362.8,365.4,368.9,369.5,369.9,375.3,376.9,381.1,384.6,388.9,394.5,402.4,405,404.1,398.7,402.2,408.6,403.7,407.5,406.1,409.9,419.2,422.2,420.9,415.5,413.3,410.6,408.8,409.4,408.3,406.9,406.5,406.2,407,406.6,406.3,406,404.5,403.9,403.8,402.9017,399.4418,398.3988,398.6952,398.1839,398.1389,398.7944
212,Syrian Arab Republic,6621,Arable land,5110,Area,1000 ha,5550,5682,5125,5260,5083,5149,5230,5230,5275,5288,5082,5104,5038,5013,4980,4812,4798,4885,4804,4766,4771,4812,4799,4739,4771,4709,4701,4542,4635,4593,4625,4757,4675,4670,4736,4699,4670,4687,4662,4665,4662,4662,4662,4662,4662,4662,4662
213,Turkmenistan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1487,1586,1690,1740,1740,1740,1740,1830,1940,2040,2040,2040,2040,2040,2040,2040,1990,1990,1940,1940,1940,1940,1940,1940,1940,1940,1940,1940
214,"China, Taiwan Province of",6621,Arable land,5110,Area,1000 ha,766,787,787,790,793,783,775,767,752,743,744,737,728,713,706,685,680,675,664,656,650,647,648,647,640,629,625,621,619,617,609,601,603,600,596,597,595,598,598,598,595,594.6,591.6,589,593,590.7,590.2
215,United Republic of Tanzania,6621,Arable land,5110,Area,1000 ha,7000,7000,7000,7000,7000,8000,8000,8000,8000,8000,8000,8000,9000,9000,9000,9000,9000,9000,9003,8800,8900,8900,8900,9000,8908,8725,8700,8600,8530,8600,8540,9500,9700,9700,10000,11325.7,11500,11600,12300,13600,13500,13500,13500,13500,13500,13500,13500
216,Thailand,6621,Arable land,5110,Area,1000 ha,13900,14624,14900,15164,15773,16108,16315,16515,16855,17199,17293,17401,17693,17810,17930,17728,17581,17494,17510,17238,17085,16860,16839,16563,16242,15932,15867,15654,15578,15389,15200,15200,15200,15200,15200,15250,15695,15760,15760,16560,16810,16810,16810,16810,16810,16810,16810
217,Togo,6621,Arable land,5110,Area,1000 ha,1800,1800,1800,1800,1800,1900,1950,1950,1950,1950,1950,2000,2000,2000,2020,2050,2050,2100,2100,2100,2200,2200,2200,2300,2330,2410,2510,2500,2350,2375,2350,2325,2100,2100,2310,2340,2400,2460,2460,2650,2650,2650,2650,2650,2650,2650,2650
219,Tonga,6621,Arable land,5110,Area,1000 ha,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,16,16,16,17,17,17,18,18,19,20,20,20,20,20
220,Trinidad and Tobago,6621,Arable land,5110,Area,1000 ha,69,70,65,65,65,65,65,60,52,45,38,38,35,35,35,36,36,36,40,40,40,40,40,40,35,35,35,35,30,30,30,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
221,Oman,6621,Arable land,5110,Area,1000 ha,23,23,23,23,23,23,23,23,23,23,27,27,29,32,33,33,35,35,35,35,29,29,28,28,29,31,31,31,31,31,31,29,28,26,28,30,37,34.3,36.9,33.7,37.7,37.5,52.16,56.11,69.3,76.66,77.84
222,Tunisia,6621,Arable land,5110,Area,1000 ha,3290,3340,3410,3480,3527,3413,3406,3191,3170,3160,3140,3120,3070,3030,2980,2936,2910,2909,2908,2908,2987,2830,2842,2845,2845,2879,2909,2864,2774,2771,2790,2791,2730,2763,2733,2835,2707,2823,2839,2848,2853,2588,2570,2564,2607,2607,2607
223,Turkey,6621,Arable land,5110,Area,1000 ha,25543,25161,24908,24862,25063,25123,25778,25354,25483,24199,23696,24502,24595,24558,24964,24786,24880,24647,24666,24514,24481,24705,24654,24514,24297,24439,24279,23826,23801,23994,23372,23871,23830,22981,21979,21555,21351,21384,20539,20577,20574,20699,20650,20382,19998,19723,19580
224,Turks and Caicos Islands,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,United Arab Emirates,6621,Arable land,5110,Area,1000 ha,8,9,11,11,12,12,12,16,19,18,23,24,26,29,29,29,29,35,35,38,40,42,43,46,45,36,43,60,71,75,64,63,68,50.6,44.6,51.6,49.9,50.6,45.1,37.1,37.5,44,44.1,44.5,44.5,42.3,49.9
226,Uganda,6621,Arable land,5110,Area,1000 ha,3900,3950,4025,4072,4023,4080,4080,4080,4120,4180,4600,4800,4900,5000,5000,5000,5000,5000,5020,5040,5040,5060,5060,5060,5060,5080,5100,5300,5400,5600,5850,5950,5950,6100,6250,6450,6600,6750,6850,6900,6900,6900,6900,6900,6900,6900,6900
228,USSR,6621,Arable land,5110,Area,1000 ha,227200,227800,227300,227400,227500,226900,226300,226417,226600,226700,226800,227000,227156,227399,227520,227000,225400,224400,224400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,United Kingdom of Great Britain and Northern Ireland,6621,Arable land,5110,Area,1000 ha,7075,7067,6869,6894,6921,6936,6829,6918,6907,6913,6899,6922,6990,6940,6935,6886,6702,6620,6567,6554,6091,5911,5936,6098,6368,6253,5917,5876,5651,5786,5659,5819,5729,6094,6085,6005,6049,5970,6062,6212,6265.4,6233.5,6011,6026.0105,6082.8794,6037.7874,6085.5984
230,Ukraine,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,33362,33334,33291,33286,33189,33081,32858,32670,32564,32537,32544,32480,32482,32452,32446,32434,32474,32478,32477,32499,32518,32777,32770,32775,32776,32773,32889,32924
231,United States of America,6621,Arable land,5110,Area,1000 ha,187050,186472,186472,186472,186552,188755,188755,188755,188755,187765,187765,187765,187765,187765,185742,185742,185726,185676,185676,184080,182748,181939,181839,179006,177592,176782,175368,175368,175400,172977,170731.3,168515.9,166270.6,164025.3,161780,160425.5,159071,157716.5,156362,155007.5,155553.4,156099.3,156645.1,157191,157736.8,157736.8,157736.8
233,Burkina Faso,6621,Arable land,5110,Area,1000 ha,2353,2433,2506,2550,2600,2650,2700,2745,2790,2840,2885,2930,2980,3025,3075,3494,3530,3505,3480,3455,3430,3361,3380,3480,3780,3900,3900,3700,4500,4700,5100,4600,4900,4700,4900,6000,5700,6000,5700,6000,6200,6000,6000,6000,6000,6000,6000
234,Uruguay,6621,Arable land,5110,Area,1000 ha,1684,1644,1604,1564,1524,1484,1443,1403,1387,1370,1354,1338,1322,1308,1291,1275,1257,1241,1254,1267,1280,1293,1306,1319,1333,1347,1361,1373,1377,1381,1385,1389,1392,1396,1476,1826,2195,2033,2352,2153,2300.7,2255.8,2254.6,2051.8,2005.5,1976.9,2008
235,Uzbekistan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,4474,4471,4468,4475,4476,4477,4478,4479,4480,4481,4484,4445,4406,4367,4328,4289,4250,4211,4172,4133,4094,4055,4044,4041,4035.3,4026.4,4019.8,4033.5
236,Venezuela (Bolivarian Republic of),6621,Arable land,5110,Area,1000 ha,2900,2906,2907,2912,2964,2955,2949,2957,2804,2811,2710,2709,2917,3085,3097,3097,2845,2832,2844,2601,2599,2587,2581,2584,2593,2593,2593,2595,2598,2500,2600,2650,2655,2655,2659,2700,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600,2600
237,Viet Nam,6621,Arable land,5110,Area,1000 ha,5680,5700,5700,5900,5980,5999,5970,5940,5910,5880,5850,5820,5616,5570,5527,5460,5400,5339,5368,5506,5516,5464,5403,5554,5668,5763,6000,6200,6649,6600,6581,6469.5,6358,6348,6309.6,6282.5,6300,6437.4,6437.6,6401.3,6422.8,6409.5,7002.8,6998,6988.3,6952.1,6784
238,Ethiopia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,10000,9932,9940,9927,9900,9950,10000,10000,9908.4,9853,10928,12364,12823,13396,14038,13606,13948,14565,15193.2,15346,15471,15596,15721,15846,15969.2,16187,16187
239,British Virgin Islands,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,United States Virgin Islands,6621,Arable land,5110,Area,1000 ha,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0.8,0.8
243,Wallis and Futuna Islands,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,Samoa,6621,Arable land,5110,Area,1000 ha,13,13,14,15,15,15,15.5,16,16,16,16.6,17,17,17.4,17.7,18,18.5,19,19,17,17,17,17,17,17,17,16.3,14,14,13,13,12,11,10.4,10,9,7.9,12,16,20,24,28,32.46,32.5,32.5,32.5,32.5
248,Yugoslav SFR,6621,Arable land,5110,Area,1000 ha,7381,7355,7321,7291,7229,7204,7172,7153,7126,7100,7074,7048,7046,7047,7039,7037,7027,7020,6910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Yemen,6621,Arable land,5110,Area,1000 ha,1350,1355,1363,1363,1363,1365,1366,1366,1368,1368,1368,1368,1372,1372,1376,1376,1378,1523,1528,1378,1622,1627,1633,1647,1607,1564,1547,1545,1466,1415,1252,1325,1287,1374,1365,1245,1171,1291,1161,1204,1201,1153.6,1137.6,1095.8,1163,1167,1158
250,Democratic Republic of the Congo,6621,Arable land,5110,Area,1000 ha,6520,6550,6545,6590,6610,6620,6600,6620,6650,6640,6650,6670,6700,6720,6700,6700,6700,6670,6680,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6700,6750,6790,6800,7000,11476,11900,12400,12500,12300,11800,11800,11800
251,Zambia,6621,Arable land,5110,Area,1000 ha,2912,2940,2925,3048,2881,2722,2306,2332,2271,2213,2325,2316,2408,2468,2568,2691,3028,2891,2755,2779,2780,2850,2649,2875,2808,2695,2895,2816,2722,2582,2874,2862,2727,3013,2949,3052,3550,3400,3600,3800,3700,3800,3800,3800,3800,3800,3800
255,Belgium,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,862,845,832,835,840,843,842,839,844,840,834,825,803,816,817,829.5,849.4,836,850,857.286
256,Luxembourg,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,62,62,62,62,60,60,61,62,61.77,61.95,62.12,62.56,62.45,62.61,62.8,61.86,62.038,62.114,61.959
259,Channel Islands,6621,Arable land,5110,Area,1000 ha,4,4,4,4,4,3.9,3.9,3.9,3.9,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7,3.7,3.7,3.6,3.6,3.6,3.6,3.5,3.7,3.9,3.9,3.7,3.6,3.6,3.7,3.8,3.6,3.4,3.7,4.1,4.31,4.41,4.36,4.21,4.17,3.96,3.99,3.82,3.63,3.63
264,Isle of Man,6621,Arable land,5110,Area,1000 ha,20.8,21.1,20.9,21.2,21.4,21.6,21.9,22.2,22,21.8,21.5,21.3,21.1,20.9,20.7,20.5,20.3,20.1,19.9,19.7,19.5,19.3,19.1,18.9,18.7,18.5,18.3,18.1,17.9,18.5,17.57,18.1,17.81,27.96,27.52,27.28,25.62,25.38,24.97,21.5,21.9,22.1,23.2,23.5,23,23.1,24.1
270,Mayotte,6621,Arable land,5110,Area,1000 ha,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7.5,7.5,7.5,7.4,7.4,7.4,8.7,10,11.3,12.7,14,15.3,16.6,16.8,16.9,17,17.1,17.1,17.3,17.25,17.25,17.25
272,Serbia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2595.7,2616.8,2660.5,2613.7,2654.3,2639.5,2562.1,2590.3,2605.7,2591,2598,2595,2583,2579
273,Montenegro,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,174,173,173,172,173,172,7.8,8.73,8.7,9,9.2,9.2,9
276,Sudan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19856.76,19839.96,19823.16,19823.16,19823.16,19823.16,19823.16,19823.16
299,Palestine,6621,Arable land,5110,Area,1000 ha,102,103,103,103,103,104,104,104,108,108,108,108,107,108,109,110,111,109,106,104,104,104,111,107,105,84,99,102,102,102,101,102,99,94,87,83,63.35,43.7,43.5,46.15,55,64,50.82,52,87,87,87
