# File: FAO_an_Dairy_Stocks.csv
# Title: FAO all animal stock by area_item_year
# Units: Head
# Description:  Data is preprocessed and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:QCL FAO.udpate:2022-02-16T00:00:00)
# Date of CSV last update: 2022-04-03
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
74,Gabon,882,"Milk, whole fresh cow",Milk Animals,5318,Head,600,450,375,450,465,480,600,705,810,930,850,930,1640,2780,3140,3540,3400,4000,5100,5500,5600,5700,7811,5900,6000,6200,6300,7517,7521,7524,7369,7373,7377,7380,9400,9500,9500,9600,9600,9800,10000,10100,10200,10000,10100,10100,10067,10089
75,Gambia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,27500,28000,28500,28800,29000,29100,29200,29300,29500,29700,30000,28000,29000,30000,31000,32000,33000,34000,40900,41000,41400,41700,42000,42300,42600,43000,43300,43600,45000,46000,47500,48960,49200,49560,49800,50400,51850,50707,53500,54000,54000,55653,56804,53563,55123,55726,56098,56470
79,Germany,882,"Milk, whole fresh cow",Milk Animals,5318,Head,7618340,7602569,7523304,7517315,7554895,7577783,7559315,7569210,7648585,7852220,7828600,7667190,7520932,7441465,7096257,7027370,6917457,6354500,5632000,5365000,5301000,5293600,5274000,5230000,5194700,4963800,4794800,4628000,4538000,4444000,4365000,4289000,4208000,4081200,4071199,4217711,4187421,4181679,4190103,4190485,4267611,4295680,4284639,4217700,4199010,4100860,4011670,3921410
79,Germany,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Germany,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13300,13100,12800
79,Germany,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,100500,87300,78300,69900,68200,60200,56000,52000,50000,49000,47000,49000,49000,50000,50000,48000,48000,48000,45000,48000,33500,38000,28079,38000,38000,38000,25000,38000,25000,30500,36580,36000,35300,35000,37000,39000,45000,41602,43967,44446,36896,33872,32206,39027,39318,22505.954603309292,22088.92023759016,22631.06491302503
80,Bosnia and Herzegovina,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,358000,316606,325000,262000,214500,267700,276700,287600,300300,286000,266500,286000,291429,298263,312629,306844,296716,293169,277386,263215,250361,250940,246333,247562,242991,232354,227013,212177,207622
80,Bosnia and Herzegovina,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,418000,357000,303000,270000,266000,283600,287400,336000,321000,328200,349800,380000,316532,324485,351058,343549,299737,286605,322035,294657,299504,285642,281000,276357,274874,276238,274215,271977,273101
81,Ghana,882,"Milk, whole fresh cow",Milk Animals,5318,Head,144300,159000,135000,124000,114000,112000,117000,120000,124000,139000,150000,162000,169800,170200,175000,171500,170500,160000,188500,177700,183000,181500,195400,249600,252000,254580,257000,260000,263000,266000,270000,273000,277000,281000,285500,286450,289700,268983,300000,315000,315000,299645,311041,322931,335449,338618,341785,338955
84,Greece,882,"Milk, whole fresh cow",Milk Animals,5318,Head,460790,476261,488826,483504,423081,396823,376360,356783,338424,309508,299136,276110,271274,262059,259767,257771,253971,246690,238819,239022,236297,230409,231899,229090,225507,226911,225710,245000,200000,172000,152000,226400,219776,218686,216605,213154,212000,230860,213200,214200,159276,158248,130875,121380,124003,95000,86000,86000
84,Greece,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,3107,2777,2261,1755,1436,912,950,890,358,302,253,210,166,196,188,176,195,106,108,115,121,54,58,55,65,74,36,35,48,37,64,154,154,110,133,178,180,129,150,300,320,200,389,2579,2282,1545.0137207425344,808.0274414850686,71.04116222760291
84,Greece,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,6359113,6562718,6656079,6557877,6518725,6506360,6448030,6329445,6494731,6592483,6635850,6667945,6672956,6683931,6882641,6959888,6983376,7021955,7061420,7067466,7074995,7050083,7148788,7180951,7156395,7181250,7117639,6800000,7070000,7191500,7124500,7000000,7094268,7053872,7037708,7031772,7368000,7227000,7254000,7200000,6732620,6780436,6284987,6311922,6323856,6619000,6202000,6260000
84,Greece,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,3331549,3427952,3503330,3535712,3506426,3508261,3472480,3423566,3548640,3574682,3620080,3717895,3772297,3804465,3992450,4081270,4101860,4110588,4085247,4085351,4127944,4108540,4158670,4231028,4272423,4264642,4272266,3850000,4200000,4311630,4310780,3750000,4262217,4186083,4136239,4075446,3360000,3400000,3350000,3315000,3035693,2987757,3003365,2930228,2875793,2863000,2588000,2694000
86,Grenada,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1940,2100,2180,2100,1990,1941,1920,1400,1400,1250,1000,750,685,625,625,600,610,615,620,630,635,640,650,650,650,650,650,650,650,650,650,650,650,650,675,755,815,673,650,684,679,680,679,679,685,686,687,689
89,Guatemala,882,"Milk, whole fresh cow",Milk Animals,5318,Head,320000,330000,330000,293975,318423,360786,348542,345855,359249,393718,401584,386000,365000,370000,370000,375000,370000,375000,365000,360000,368000,400000,430000,450000,450000,408000,364500,366300,423900,480800,537900,547000,563600,581300,595500,609300,623500,634400,634300,663500,679800,700000,651221,663364,675599,700200,698674,709909
89,Guatemala,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11600,11600,11900,12200,12500,12700,13300,13600,13800,14400,14400,14400,13606,13548,14800,14800,15000,15000,15000,15000,13990,14097,14150,14141,14188,14226
90,Guinea,882,"Milk, whole fresh cow",Milk Animals,5318,Head,173000,180000,186000,194000,200000,206000,212000,220000,225000,231000,237500,231000,225000,225000,225000,225000,225000,228000,236000,250000,265000,285000,300000,315000,330100,346000,362710,387000,405620,416200,438850,462950,488320,530000,550000,573100,604700,588944,623000,623000,624000,625000,727289,759309,720000,702017,693593,705204
90,Guinea,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,57000,58000,60000,61500,63000,64000,65000,66000,66000,67000,67500,68000,69000,69000,69000,69000,69000,71289,69800,71000,73000,75000,78000,79000,80000,81000,82000,98000,99000,115500,123250,131470,140250,149650,155700,166010,175500,182925,182000,185000,187000,205162,215775,226926,238622,250954,263971,238191
90,Guinea,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,73000,73000,75000,76000,77000,77500,79000,81000,83000,85000,88000,90000,92000,92000,92000,92000,92000,95052,94700,99000,100000,102000,115000,120000,125000,130000,142000,151000,165071,160780,171580,183100,195400,208670,217850,286650,304400,262018,320000,322000,320000,324711,342053,360324,379729,400025,421202,443696
91,Guyana,882,"Milk, whole fresh cow",Milk Animals,5318,Head,21000,14000,14400,15000,15200,42000,10000,8000,8300,8700,8700,10300,13300,16000,18000,20000,21300,22000,23100,23300,23900,16500,15700,28000,30000,30964,29286,27579,26721,24965,24977,24990,25002,25015,25027,25039,25213,25565,38000,38000,38000,39000,39000,39000,39000,39000,39000,39000
93,Haiti,882,"Milk, whole fresh cow",Milk Animals,5318,Head,97000,98000,98000,100000,100000,100000,86000,83000,87000,87000,90000,92500,100000,112000,120000,140000,152000,160000,172000,180000,172000,160000,152000,150000,167530,170715,170800,165000,168000,170000,176000,178000,179000,178000,186835,187433,187526,187619,211600,212000,212000,189512,190780,192307,194794,194075,194824,195574
93,Haiti,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,540000,495000,495000,495000,512000,425000,450000,440000,440000,435000,435000,432000,430000,427000,423000,418000,414000,420000,432000,444000,456000,468000,480000,500000,527723,582091,582628,600000,610000,620000,630000,670172,640000,630000,671170,674538,674873,675208,703700,705000,705000,726096,763526,828117,709233,550436,615462,653591
95,Honduras,882,"Milk, whole fresh cow",Milk Animals,5318,Head,333000,347000,358300,367000,384700,397000,401347,415795,430764,398000,317000,325000,315000,323820,332880,351000,372000,371850,396066,400000,330000,340000,330000,335000,310000,290000,280000,320000,330000,486705,496638,506571,516702,510519,512056,513393,538131,558877,515634,545396,487103,487917,490125,491634,492511,494489,496307,498124
96,"China, Hong Kong SAR",882,"Milk, whole fresh cow",Milk Animals,5318,Head,2880,2430,2630,2020,1530,1464,1539,1545,1170,1820,1530,1340,1270,1050,1000,928,844,826,752,538,179,153,154,154,80,90,53,100,80,50,40,53,45,54,35,16,9,20,20,20,20,20,20,20,20,20,20,20
97,Hungary,882,"Milk, whole fresh cow",Milk Animals,5318,Head,703300,723900,732200,691500,705000,708972,697989,685321,677654,665892,649194,619976,594428,575521,576857,571904,567507,560000,518000,487000,437800,403000,392000,397000,386000,379000,384000,376000,355000,345000,362000,350000,345000,334000,322000,322000,324000,312000,309000,252000,256000,249000,255000,250000,244000,239000,243000,226000
97,Hungary,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1220000,1314000,1261000,1325000,1478000,1660000,1763000,1861000,1890000,1947000,1935000,1861000,1646000,1549000,1520000,1442000,1396000,131000,133500,134000,89600,73400,74100,67200,63200,71000,72700,87630,75080,65000,65000,73000,112000,127000,78000,68000,46000,25000,54000,18000,22000,23000,17000,13000,19000,10000,11000,17000
97,Hungary,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,23000,23000,10000,10000,6500,6500,7000,10000,12000,10000,9000,8000,9000,9000,9000,9000,9000,10000,15400,16118,25000,28000,29000,32000,31000,28000,11500,30000,31000,19000,16000,13000,10000,15000,17000,11000,12000,13000,15000,17000,21000,14000,13000,13000,15000,35000,33000,29000
98,Croatia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,368942,317000,327634,308336,283450,279486,270348,268284,254702,254293,257019,234472,238050,239336,234548,235537,219899,212400,182400,183700,181000,166000,176400,155100,146300,145100,136000,130000,110000
98,Croatia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,Croatia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,117600,100000,107850,74992,81198,100000,106000,118312,135338,134694,150588,103111,110191,102214,89477,90563,100629,99200,77600,77100,105600,92800,83000,60000,126100,124100,98000,107000,95000
98,Croatia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,55168,61071,55779,52265,45356,46800,36900,32800,49000,34600,29300,20200,24700,27800,63000,63000,66000
99,Iceland,882,"Milk, whole fresh cow",Milk Animals,5318,Head,36975,37087,36462,36511,36859,36326,33749,33577,32769,32845,33189,34230,35115,33872,32880,32005,31490,32246,31641,30359,30032,30518,30428,29854,29502,29219,28284,27066,26240,25508,24904,24395,24068,25504,26048,26211,26489,25711,25661,24761,24714,26159,27380,26341,26742,26386,26217,25763
100,India,882,"Milk, whole fresh cow",Milk Animals,5318,Head,19490000,20600000,21100000,22300000,23188000,23500000,25200000,25300000,25500000,25600000,26800000,27800000,27700000,28400000,29818000,30000000,30200000,30400000,30700000,31562000,31700000,32353760,32788850,33245870,33291000,33410000,33424000,32883000,34108000,34640000,35803000,36027000,36586000,36478000,39729000,40522000,41461000,42755000,43717000,44513330,44791256,45949160,47168310,49128270,50905190,52841810,50958423,51568474
100,India,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,15100000,15200000,15300000,16200000,16959008,16000000,17000000,18000000,18900000,19260000,19750000,21500000,22500000,23000000,23150000,24000000,25800000,25900000,28112047,25892000,26100000,27049338,27657948,28280252,28410000,29600000,29159000,29371000,30386000,30886000,30998000,32179000,33173000,33907000,35108000,35380000,36166000,37131000,38193000,38638940,39286201,39725230,41190080,42569460,43187600,44767060,45000000,44318220
100,India,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6615015,6733004,6881105,7026875,7172201,7327948,7482556,7555730,7629816,7704486,7779956,7856222,7933284,8191498,8458107,8733328,9018312,8887187,8757719,8630134,8504449,8354481,8223008,8141327,8540104,8837928,8925565,9126660,9355790,8710852
100,India,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,7000000,7500000,8000000,8000000,8500000,8700000,9000000,9500000,10500000,10800000,12000000,12500000,13200000,14000000,14000000,15000000,15000000,23800000,23400000,22097000,24200000,25271900,24235800,23242100,22289200,22500000,29615000,26737000,28933000,31752000,31445000,28202000,29700000,29087000,31257000,30358000,31522000,30500000,30889000,31860180,30911915,30928790,32464580,34513150,36135620,36834310,32532486,32806636
100,India,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111790,112433,112405,112461,112517,112572,102573,97921,93462,89203,85152,81315,77607,74702,71951,69361,66638,64580,62600,60700,58883,54876,52753,52779,50862,48200,44972,41839,38581,35241
101,Indonesia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,70000,86000,90000,87000,91000,93000,94000,103000,113000,140000,198000,203000,208000,222000,232551,263000,287665,293878,306290,312000,329520,334000,341000,347989,334371,321992,332031,354253,346998,358386,373753,364062,361351,369008,377772,457577,474701,495000,596900,612000,444266,502516,518649,533933,540441,581822,565001,568265
101,Indonesia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267960,270035,252290,255444,257561,259903,253300,238371,217155,210678,205938,210733,214625,210963,192303,195035,189525,178714,178959,183765,132554,142881,117166,135090,136070,136773,134261,99546,119473,123196
101,Indonesia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1400000,1400000,1350000,1400000,1600000,1450000,1600000,1600000,1600000,1600000,1900000,1900000,1950000,2100000,2150000,2300000,2400000,2451835,2420879,2500000,2469113,2700000,2850000,3100000,2974511,2850000,2900000,2970000,2960000,3056000,3124000,3230000,3331000,3590000,3940000,3750000,4000000,4005294,4085000,4100000,4125000,5729473,6022921,5617649,6065496,6213931,6285840,6268948
101,Indonesia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,2600000,2500000,2400000,2650000,2800000,3100000,2900000,3000000,3000000,3100000,3500000,3500000,3800000,4200000,4100000,4200000,4400000,4500000,4600000,4800000,4600000,5100000,5300000,5500000,5700000,5400000,5100000,5000000,5070469,5000000,5100000,5110000,5364000,5500000,5950000,6600000,6900000,6568760,7035000,7050000,7070000,7284358,7416868,7016839,7145671,7183388,7241299,7464180
102,Iran (Islamic Republic of),882,"Milk, whole fresh cow",Milk Animals,5318,Head,1876900,2059800,2025000,2016000,1986000,1953000,1944000,1863000,2038000,1837000,1944000,2088000,2232000,2409000,2340000,2264000,2215000,2711560,2411035,2484000,2628000,2772000,2952000,3226960,3270000,3400000,3542880,2700000,2300000,2530000,2497800,2599000,2663400,2686400,2714000,2420143,2865170,2899000,2199657,2148944,2074843,2050000,1684088,1600000,1783669,1978119,1983096,2038571
102,Iran (Islamic Republic of),951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,52800,56600,59600,57600,54000,52800,52800,57600,63700,69000,75600,80400,86400,91800,97200,104600,104600,105600,148849,143671,146145,148501,122000,139000,165000,147000,184000,190000,195000,200000,135882,207000,208000,180000,160000,140000,75124,75815,60980,54282,47981,45000,45000,45000,45000,45000,45000,45000
102,Iran (Islamic Republic of),982,"Milk, whole fresh sheep",Milk Animals,5318,Head,13910000,14386000,14043000,15000000,15936000,17976000,17610000,17250000,17250000,17422000,17640000,18240000,18400000,18786000,17220000,16131000,18000000,17833000,17873000,17480000,17993000,18019000,18000000,19054630,18000000,18500000,18300000,18500000,18667000,17600000,12830109,15000000,16942306,14700000,13900000,11573720,12000000,15348104,13910897,13764389,13613132,13500000,14570113,14297566,13227192,13224662,13610248,11371807
102,Iran (Islamic Republic of),1020,"Milk, whole fresh goat",Milk Animals,5318,Head,6954000,7145000,7678000,8320000,8835000,8910000,9216000,9720000,10260000,10765000,11000000,10920000,10780000,10704000,9675000,9184000,9764000,9899000,9899000,9994000,10090000,10185000,10280000,10302800,12800000,13000000,13264850,12000000,8300000,8500000,8286662,8300000,8982889,9000000,7110000,5872081,6500000,6450000,5868738,5008687,4321772,4200000,5812181,5845433,5751341,5661497,5538549,7048013
103,Iraq,882,"Milk, whole fresh cow",Milk Animals,5318,Head,450000,436000,415000,440000,423000,408800,413900,368150,379500,433800,413200,426700,398400,398930,390800,395000,479730,395600,340000,215000,240000,300000,275000,450000,400000,420000,450000,470000,590000,321772,200000,304000,308000,320000,268000,273000,343000,354000,364000,367000,367000,369000,380188,386830,393588,400464,407461,414580
103,Iraq,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,30000,28800,28600,31400,30000,31200,32000,26400,25000,24000,24000,25000,25000,25000,24000,25000,26000,25000,22000,13100,15400,21000,19000,26000,36000,55000,70000,101000,95000,100000,99000,98000,70000,50000,27000,26000,25000,76708,78225,80366,51542,53128,54762,56447,58184,59974,53561,53700
103,Iraq,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,3300000,3300000,3410000,3630000,3520000,3200000,3600000,4000000,3200000,3300000,3300000,3300000,3350000,3400000,3350000,3400000,3450000,3500000,2800000,2150000,2180000,2200000,2024700,2935000,3100000,3120000,3130000,4000000,4800000,5200000,5693000,4086000,3600000,2700000,2880000,3000000,3200000,3745632,3847230,3856254,3144322,3158477,3172695,3186978,3201325,3215737,3230214,3244755
103,Iraq,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,924000,935000,868000,1230000,1210000,1230000,1265000,1100000,1045000,990000,990000,990000,1000000,1000000,990000,800000,790000,700000,580000,333360,315430,390000,337930,667000,750000,760000,765000,770000,610000,414639,635000,450000,440000,530000,796000,809000,820000,785931,853100,855000,850000,647360,657830,668469,679280,690267,701430,712774
103,Iraq,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,19000,18000,16000,14000,12000,9000,6000,5000,5000,5000,5000,5000,5500,6000,6000,6200,6500,6700,8000,6000,4500,4000,3000,3200,3500,4500,6000,7500,6000,8500,6500,1956,4500,4300,4250,4000,3800,3500,3520,3600,3700,10660,10554,4750,5100,6801,5550,5817
104,Ireland,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1389000,1431000,1406000,1380000,1436000,1484000,1513000,1503000,1449000,1458000,1513000,1535000,1549300,1527700,1490400,1443600,1387000,1342000,1322000,1288000,1246200,1248300,1233000,1220800,1215600,1201400,1198800,1177500,1182500,1164100,1155600,1156100,1055100,1084700,1089800,1095200,1096700,1070800,1116900,1140800,1163200,1226400,1295800,1397900,1432687,1369100,1425760,1456050
104,Ireland,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Ireland,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Ireland,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Israel,882,"Milk, whole fresh cow",Milk Animals,5318,Head,101000,102800,101900,104400,106200,103700,104300,101500,103000,103000,103000,102000,102500,103850,105000,110000,110000,110550,108750,112700,116300,129814,134047,132224,122000,122000,125000,125000,120000,105418,120000,120000,120000,120000,126000,128000,122000,120000,119000,118000,119000,120000,116000,115200,114816,118737,117600,123079
105,Israel,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,148000,148000,157400,161000,174000,194000,191000,179000,176000,185000,180000,137000,134000,131000,153000,157000,157000,172000,176000,162000,157000,160000,162000,169000,170000,165367,165449,185000,200000,181928,215000,194145,200000,204288,187000,180000,176000,204694,220992,242165,242285,263896,243014,222549,234840,218344,234804,227493
105,Israel,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,101000,104000,103000,105000,107000,111000,109000,109000,93000,95000,96000,104000,99000,95000,95000,87000,85000,75000,67000,60000,63000,61400,56700,60000,56000,55000,55750,57000,63000,68000,73000,73000,81000,85000,86000,83000,84000,78066,82963,78143,78182,115459,97902,91015,71113,84240,83557,89760
106,Italy,882,"Milk, whole fresh cow",Milk Animals,5318,Head,3259000,3050000,2929000,2882000,2896000,2945400,3010200,3074200,3012500,3016200,3044100,3068200,3174100,3075400,3021000,3023800,2973100,2930600,2642000,2535600,2316800,2286700,2167400,2080000,2125000,2078000,2116000,2126000,2172000,2077618,1911000,1913000,1838000,1842000,1821000,1839000,1830700,1878400,1746140,1857004,1862127,1830990,1826484,1821764,1791120,1939480,1875720,1871270
106,Italy,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,44100,51700,56600,48000,42800,42500,43600,46300,56700,56600,56300,55900,43100,44600,45200,46600,50200,62500,61800,52300,65800,63300,67600,107300,101000,120000,130000,124000,161000,161000,161000,166000,154174,137000,146000,186937,220138,244599,236534,211909,241164,238396,230323,238702,249059,291764.7042974732,297318.9488418836,302539.46195444104
106,Italy,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,5902900,5941800,5969900,6098600,6314000,6351800,6451300,6674400,6789100,6508000,6478100,6538000,7253400,7237700,7300500,7283100,7335600,7299600,6550600,6299000,6288000,6480000,6750000,6676000,6760000,6720000,6870000,6095000,6096000,6090000,6232000,5100000,4450000,5826000,5674000,5617000,5542300,5416500,5468990,5301746,5246511,5142003,5137050,5206303,5129745,5032920,4844140,4851240
106,Italy,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,723600,725700,734600,729000,736100,731900,738700,735500,751300,760100,769637,795000,806100,808700,787800,789100,804700,806000,803400,797000,841700,877000,1070900,1071000,1150000,1144000,1125000,1146000,760000,859000,821000,798000,808000,624000,643000,620000,633500,640000,658800,575779,622844,594971,588940,619879,582731,756450,827420,826390
107,Cote dIvoire,882,"Milk, whole fresh cow",Milk Animals,5318,Head,72000,72000,74000,80000,88000,96000,92000,94000,96000,102000,103000,107000,109000,110000,111000,113000,114000,118000,121000,125550,128210,130990,133830,136511,139565,177440,181293,187867,192267,196800,197000,200840,204850,209000,200000,235000,250000,222938,287251,287446,287784,290000,295000,305000,305000,307619,312664,318800
108,Kazakhstan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,2965568,3130334,3143148,2786602,2382713,2109820,1873014,1828542,1875419,1948745,1990313,2067859,2143359,2215508,2248116,2284853,2291478,2359397,2371167,2333579,2169916,2145243,2206412,2215536,2280150,2336753,2411069,2470875,2539679
108,Kazakhstan,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,330000,395000,383000,387000,404000,362000,320000,370000,400000,410000,450000,490000,490000,575000,325000,342000,348000,348000,350000,352000,370000,415000,417000,390673,394370,397499,404183,413118,427878
108,Kazakhstan,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,255000,217000,165100,170800,175100,170000,200000,220000,215000,230000,213000,193000,173000,156000,130000,113000,90000,70000,194277,192535,191404,182913,40000,36000,35500,35200,31000,31000,32400
109,Jamaica,882,"Milk, whole fresh cow",Milk Animals,5318,Head,47900,50400,49000,49200,48100,50400,46900,48000,48000,48100,48900,49300,45300,48200,48200,48200,48200,51500,21022,22400,22411,26000,28000,27000,28000,20394,28500,26500,24000,22000,20000,16000,15300,13106,14800,11608,11246,13100,13000,13400,13500,13800,10862,10910,5565,5982,5382,5523
109,Jamaica,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,434000,420000,420000,460000,460000,470000,470000,475000,480000,491159,498004,503772,514945,523189,530580,537970
110,Japan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1213000,1215000,1235000,1275000,1324000,1377000,1447000,1422000,1457000,1461000,1469000,1474000,1463000,1460000,1417000,1387000,1398000,1395000,1414000,1418000,1416000,1384000,1342000,1334000,1319000,1301000,1279000,1251000,1220000,1219000,1210000,1179000,1145000,1131000,1093000,1075000,1055000,1029000,999600,942600,923400,893400,869700,871000,852100,847200,839200,838900
110,Japan,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11453,11120,10505,9784,8197,7530,6952,5791,5430,4687,4689,5068,5071,5073,4698,4316,4893,4705,5457,5460,5646,5758,5834,5946,6056,6165,6067,6186,6309,6434
110,Japan,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15976,15475,15007,13978,13611,13241,13058,13254,14756,15500,14213,12900,10572,9775,9374,7924,7503,7720,7295,7728,7944,8160,8458,8588,8635,8661,8492,8648,8701,8754
112,Jordan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,18400,20500,19700,15000,16800,21200,17400,21300,16100,18100,11900,18700,19000,17300,18100,17444,17372,21000,35000,39000,38000,36800,35000,29921,33251,31282,35581,36029,38380,39160,37180,40500,39950,39200,48540,47560,36900,38530,38410,38380,38280,40571,43350,43657,45721,44092,44702,44834
112,Jordan,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,551900,301900,296700,208100,274300,274100,243200,272000,288000,309600,313600,271200,358400,297600,396200,409300,511728,522816,848064,1000000,1500000,1459300,1440000,1567400,1700000,875689,600829,751934,577013,566447,860000,1015940,1158863,1304713,1325940,1661660,1340290,1613490,1694650,1672430,1709010,1958005,1884520,2323109,2268740,2331147,2307665,2302517
112,Jordan,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,318600,148200,179600,153700,151500,152900,152400,185200,191000,226800,184750,164500,215250,182700,183700,211300,159585,160944,356832,360000,380000,527900,551500,522400,500000,336491,245492,179390,183692,165597,381167,306756,280968,289917,310615,649970,255930,509760,511020,536196,567594,564313,561339,662226,529068,514285,568526,537293
113,Kyrgyzstan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,502000,500000,496500,469000,453100,458040,467900,485700,505000,516700,527684,538449,524652,537962,562500,584941,607197,635600,664300,666500,684200,718516,744336,725969,757203,769761,789621,812413,854963
113,Kyrgyzstan,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,140000,250000,290000,330000,340000,298469,320000,383000,397700,400000,319604,385000,371446,402000,356300,384000,429122,438863,446204,452596,459715,466900,469946
