# File: FAO_an_Dairy_Stocks.csv
# Title: FAO all animal stock by area_item_year
# Units: Head
# Description:  Data is preprocessed and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:QCL FAO.udpate:2022-02-16T00:00:00)
# Date of CSV last update: 2022-04-03
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
150,Netherlands,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000,223000,254000,270000,247980,250790,272220,273300,289862,306003,327365,344432,483000,509000,513000
153,New Caledonia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,2100,1900,2000,2000,2000,2200,2100,1900,1900,1700,2100,2100,2100,2200,2200,2300,2100,2144,355,354,349,334,337,337,350,350,337,337,338,339,339,339,215,307,311,312,312,312,312,304,315,317,312,307,307,307,306,305
154,North Macedonia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,97000,97100,90202,90110,95050,94574,91000,94000,96000,93600,94780,89490,90138,90000,93984,129776,126300,114000,124500,131275,119453,126517,126779,127663,132332,137461,131372,113709,111083
154,North Macedonia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,1561184,1788162,1668919,1697854,1232500,1147800,921900,843200,800000,756000,712000,668000,624000,580000,690000,535840,562915,478332,535500,495693,488814,492172,482678,529134,529600,510893,541286,512548,451111
154,North Macedonia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,85000,90000,90000,92325,100654,68270,56800,62713,49828,51805,53781,63948,70082,76548,86865,61369,70132
155,Vanuatu,882,"Milk, whole fresh cow",Milk Animals,5318,Head,8500,8800,9200,9700,9000,9000,9000,9100,9350,9400,9500,9550,9600,9800,10500,10600,11000,11800,12300,11500,13000,14300,14134,14141,14148,14155,14800,14500,14000,12737,14485,13308,15000,14500,14000,15816,14837,15176,15000,15000,15000,15863,14370,11784,12228,11998,10997,10592
156,New Zealand,882,"Milk, whole fresh cow",Milk Animals,5318,Head,2087608,2040695,2061591,2035852,2006820,2020396,2001855,2293000,2271000,2313000,2404000,2483000,2546000,2622000,2551000,2562233,2621378,2723082,2641712,2723000,2808000,2994000,3153000,3220000,3377000,3467000,3357859,3337486,3556000,3747000,3928140,4103319,4105990,4137697,4167121,4347657,4607000,4680096,4816190,5009795,5004634,5175869,5056403,5202467,5043813,5010334,4876113,4836726
157,Nicaragua,882,"Milk, whole fresh cow",Milk Animals,5318,Head,340000,338275,376470,401470,446800,526000,450000,200000,200000,200000,200000,210000,214000,215000,208000,200000,205000,200000,205000,210000,230000,235000,235000,260000,285000,300000,764200,796000,800000,821000,830000,850000,890000,910000,947000,985000,1024000,1031900,994418,1000000,980085,941070,903608,941588,928755,924650,812369,825481
158,Niger,882,"Milk, whole fresh cow",Milk Animals,5318,Head,435000,481000,519000,557000,580000,572000,591000,628000,697000,745000,789000,543000,465000,462000,502000,573000,608000,626000,670000,685000,765000,785440,836000,890000,925000,984000,1000000,1100000,1200000,1250000,1300000,1400000,1370000,1200000,1236424,1310610,1389246,1351785,1432891,1518865,1761051,1848874,1808993,1917532,2032584,2154539,2283811,2420840
158,Niger,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1130000,842000,938000,1015000,1053000,1038000,1056000,1093000,1129000,1130000,1275000,900000,526000,956000,998000,989000,1060000,3292000,1839554,1895993,1954164,2014120,2076065,2139606,2205251,2272910,2342645,2414520,2488600,2564952,2643647,2724757,2808355,2894519,2954015,3057406,3164415,2885579,3005658,3110855,3223399,3322296,3449062,3569779,3694721,3824036,3957878,4096403
158,Niger,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,2100000,2852000,2982000,3110000,3045000,3110000,3240000,3240000,3045000,3120000,3198000,2390000,1607000,1760000,1830000,1905000,1980000,2620880,2481226,2569204,2660302,2754630,2852303,2953438,3058160,3166595,3278875,3395136,3515519,3640171,3769242,3902891,4041278,4184572,4254359,4424534,4601515,4452885,4631000,4816240,5013866,5191646,5417616,5634320,5859692,6094080,6337843,6591358
158,Niger,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,126000,102000,110000,125000,154000,155000,163000,170000,173000,191000,193000,160000,157000,147000,161000,164000,158000,377240,177689,179596,181525,183472,185442,187432,189444,191479,193534,195611,197710,199833,201978,204146,206337,208541,208830,211963,215142,212364,215124,217954,220878,223248,226531,229476,232459,235481,238543,241644
159,Nigeria,882,"Milk, whole fresh cow",Milk Animals,5318,Head,997500,1025300,1054800,1096200,1122300,1157600,1187700,1210800,1221400,1238600,1258400,1270200,1290800,1315600,1341500,1375900,1417000,1464000,1514000,1570000,1630000,1671166,1682755,1688121,1450000,1515000,1585000,1587500,1589000,1666000,1668000,1727000,1825700,1927900,1951000,1715000,1968000,1837973,2300000,2350000,2365000,2380000,2160083,2135116,2151174,2164743,2193987,2213856
160,Niue,882,"Milk, whole fresh cow",Milk Animals,5318,Head,60,60,60,68,76,70,70,65,70,70,70,70,70,70,70,70,70,65,70,73,73,73,73,73,73,73,73,73,73,73,74,74,74,73,75,74,74,74,74,74,74,74,74,74,74,74,74,74
162,Norway,882,"Milk, whole fresh cow",Milk Animals,5318,Head,413423,404290,387282,385669,382056,375007,372288,375400,379900,384500,380600,386300,376000,363100,347600,335600,340454,328000,327800,326200,320100,318200,317200,318900,315200,315700,312948,297731,289617,281502,278137,271970,265186,259084,253364,248283,239637,238442,233347,233257,228895,223997,224298,221485,219265,219133,219961,219453
162,Norway,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,48629.090909090904,48176.72727272727,49533.81818181818,50890.90909090909,51795.63636363636,53605.090909090904,54057.454545454544,58354.90909090909,61747.63636363636,64688,64688,62878.54545454545,63330.90909090909,62200,65900,64400,67691,62500,62900,62000,61100,59500,58700,57900,55700,54500,51724,50299,48467,46786,45692,45095,44532,43365,41161,38853,37959,36650,35476,35154,33064,31515,33702,34982,33913,34469,34455,34279
165,Pakistan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,2414000,2421000,2429000,2436000,2444000,2451000,2458000,2556000,2587000,2618000,2650000,2681000,2714000,4075000,4103000,4130000,4158000,4186000,4215000,4243000,4272000,4301000,4330000,6326000,6443000,6564000,6888000,6815000,6945000,7080000,7217000,7359000,7504000,8720000,9049000,9390000,9744000,10112000,10493000,10888000,11299000,11725000,12167000,12625000,13101000,13595000,14108000,14640000
165,Pakistan,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,3362000,3434000,3507000,3582000,3659000,3736000,3816000,3931000,4023000,4117000,4214000,4313000,4414000,5725000,5872000,6024000,6179000,6338000,6501000,6668000,6840000,7016000,7197000,7810000,8027000,8253000,8488000,8734000,8990000,9258000,9537000,9829000,10130000,10222233,10529000,10845000,11175000,11514000,11864000,12224000,12548000,12921000,13305000,13701000,14108000,14527000,14959000,15404000
165,Pakistan,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,497000,508000,558000,605000,657000,713000,773000,839000,910000,729000,752000,776000,800400,825650,851650,725000,743000,762000,780000,799000,819000,839000,862000,665000,668000,672000,679000,683000,687000,692000,689000,697000,703000,688000,696000,704000,712000,763985,770988,778036,785170,792350,799616,773000,783000,792000,801000,811000
165,Pakistan,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,2490000,2700000,2957000,3212000,3489000,3790000,4117000,4472000,4858000,3963000,4104000,4251000,4402000,4559000,4721000,4673000,4874000,5084000,5303000,5532000,5770000,6018000,6277000,6547000,6829000,6958000,6438000,6634000,6000000,5600000,5800000,5930000,6150000,4676000,4802000,4932000,5066000,6780229,6934462,7092207,7253619,7418576,7587320,7419838,6274000,6444000,6619000,6798000
166,Panama,882,"Milk, whole fresh cow",Milk Animals,5318,Head,70000,68000,75000,80500,88000,94000,94000,95000,95000,95000,90000,89000,90000,105000,107000,109000,110000,111000,111500,112000,126000,125000,125500,126000,125000,120000,142000,140000,139000,146200,147400,147000,148500,146500,162000,171000,179000,187500,184000,190000,159788,153207,146543,147611,145412,148063,143777,144347
167,Czechia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,874095,768236,736180,708600,619183,561591,544877,516792,483390,477026,459621,433288,437947,422949,409802,402535,394122,378415,373705,368738,372748,370721,368234,370182,364642,358600,361430,357010
167,Czechia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Czechia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,120017,73643,60329,55063,42905,43000,39307,27000,35000,25000,30000,40000,46500,53000,56800,62200,64500,74470,78522,82489,82346,83423,85442,81303,80906,80906,80906,80906
167,Czechia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,30199,30108,28949,31565,29814,29000,29142,27989,24764,8209,7598,7692,7925,7901,8879,9745,11536,11890,11597,12199,12400,15301,16660,16731,16800,16800,16800,16800
168,Papua New Guinea,882,"Milk, whole fresh cow",Milk Animals,5318,Head,5525,5142,4524,3985,3939,2719,2437,1796,1493,1236,1105,1100,1200,1300,1500,1500,1550,1500,1460,1639,1450,1400,1450,1350,1420,1300,1300,1500,1560,1600,1550,1600,1650,1700,1750,1800,1850,1750,1800,1800,1800,1750,1770,1760,1780,1627,1627,1626
168,Papua New Guinea,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,500,500,500,650,650,650,650,650,720,720,720,720,720,900,900,900,900,919,1047,1048,1066,950,1085,945,950,960,1033,980,1000,1200,1300,1350,1350,1400,1300,1350,1400,1320,1420,1450,1450,1323,1330,1342,1360,1358,1363,1367
169,Paraguay,882,"Milk, whole fresh cow",Milk Animals,5318,Head,50000,58000,63000,67000,72000,78000,85000,86000,86000,87000,89000,92000,96000,100000,102000,105000,108000,119000,126000,134000,152000,153000,180000,174000,185000,166869,164786,137500,138000,163000,163500,157000,167508,169282,177000,188000,200000,210000,220000,225000,225000,225000,223000,220000,212720,209431,212725,215193
170,Peru,882,"Milk, whole fresh cow",Milk Animals,5318,Head,622756,629191,647183,651806,632000,634000,635000,601000,605000,605000,579000,600000,670500,668500,649200,651200,636500,592200,562600,550800,553000,562600,563800,553017,526423,520235,518326,553872,570399,635516,649791,674830,708120,743671,753189,769581,787007,787604,815393,859630,859468,874941,886143,895716,889114,896710,905817,906689
170,Peru,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,244649,247372,247139,248133,245000,247000,245000,244000,245000,246000,246000,246000,246000,246000,248000,248000,248000,240000,242000,242000,243000,243000,244000,244000,245000,245000,250000,251000,245000,252500,255000,260000,265000,270000,275000,280000,287000,290400,297000,300000,310000,300000,299000,298000,297000,254642,254868,254248
171,Philippines,882,"Milk, whole fresh cow",Milk Animals,5318,Head,6000,7000,6000,6000,6200,7800,7000,6000,6500,6500,7000,7000,7000,7000,7000,7000,6800,6500,6300,6000,4800,4500,4300,4000,3420,3840,4140,4523,4738,4810,5000,5200,5700,6000,6000,6000,5700,5700,5500,5400,5500,5384,5411,5435,5431,5440,5423,5433
171,Philippines,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,29850,29900,30000,30000,28500,26500,27000,28500,30000,31500,31500,30000,30000,25000,21000,16000,12000,8000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
173,Poland,882,"Milk, whole fresh cow",Milk Animals,5318,Head,6034000,6196000,6145300,5957000,5994600,6004700,5968100,5859700,5713600,5746200,5731300,5708700,5506700,5196300,4925500,4795245,4884585,4878171,4549296,4235846,3991000,3802000,3604300,3495000,3492580,3202271,3076959,3014318,2940322,2851364,2875948,2769524,2751670,2774920,2727004,2733128,2606094,2538184,2473165,2441238,2360597,2310259,2279228,2145821,2154345,2214100,2166900,2125700
173,Poland,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Poland,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,148000,148000,156000,142500,161000,175000,176000,175000,166000,169700,175000,178000,195000,200000,200000,195000,200000,205000,160000,120000,80000,60000,50000,45000,37000,34000,30000,29000,28000,25000,43742,32000,49009,52313,44353,60287,50044,53049,42160,41676,35282,29890,35946,42026,40577,46179.048507462685,43150.914179104475,40879.81343283582
173,Poland,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108006,100542,111322,112332,105149,88066,84844,93637,91979,79463,93490,80962,62618,62349,62349,62349,29452,29452,30674.87767370334,33598.255277505945,35039.35691318328
174,Portugal,882,"Milk, whole fresh cow",Milk Animals,5318,Head,285000,290000,298000,304200,300000,306000,320000,343835,397000,394000,375000,354000,369000,403000,422000,401000,402000,380000,382000,381000,386000,379000,384000,376000,377000,372000,357000,329000,305000,299000,288000,297000,285000,270000,269000,265000,255000,243000,242000,237000,231000,234000,243000,239000,239000,235470,234230,232750
174,Portugal,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Portugal,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,504334.4365780418,529475.2646691363,493172.30344343866,465773.8421410254,441602.9195800364,455718.60684303974,477949.71834381786,466836.90243955905,433487.4953422616,453466.4533239814,461664.0729456634,470897.35440457665,482377.3096902878,461192.8194112619,465395.7433750521,468316.41934988933,490207.78993051755,500000,505000,510000,515000,627000,624000,613000,607000,619000,602000,547000,536000,518000,523000,529000,538000,513000,481000,456000,424000,404000,382000,347000,340000,331000,318000,350000,340000,291070,276480,263280
174,Portugal,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,67129.62709388835,67919.30256972021,64093.523209639876,65234.76653430097,66083.93810762701,67129.62709388835,67919.30256972021,68472.79656762061,66056.89442694782,67531.6764799854,68079.76174174997,69028.0934775663,69848.41845816787,68404.28590990005,76048.6329818796,77341.32091834406,78441.09726596376,79000,80000,79000,80837,77000,77375,76000,73608,75000,65000,64000,59000,56000,54000,55000,56000,55000,52000,52600,51000,51800,52600,53000,52000,47294,46448,43939,43269,275510,259640,246780
175,Guinea-Bissau,882,"Milk, whole fresh cow",Milk Animals,5318,Head,43000,44000,45000,46000,47000,48000,49000,50000,51000,52500,54000,55000,56000,57780,61000,64000,68000,71000,69016,70403,73000,73262,74735,76000,77769,77000,78000,82552,79000,81000,83000,84000,85000,88000,91850,95900,99220,99037,100000,103000,103000,103283,104444,105588,104881,106174,107605,109069
175,Guinea-Bissau,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,29000,30000,31000,33000,35000,37000,38000,40000,41000,42000,43000,43000,44000,45047,47000,49000,52000,54000,55000,55800,56900,55795,56677,57556,58433,59308,60181,57000,60240,60270,58000,61172,60000,66000,71630,77750,84000,87671,87500,90000,92000,90649,90685,90797,92153,94181,96571,99380
175,Guinea-Bissau,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,35000,36000,38000,40000,42000,45000,47000,49000,50000,51000,52000,53000,54000,55000,55000,55000,56000,57857,59000,67000,73000,54609,55406,56967,58517,60059,61593,61623,61654,61684,75000,62496,77000,80500,85300,90320,95000,112216,99500,100000,120159,120218,121033,122354,122716,124513,126657,128996
176,Timor-Leste,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,49000,47000,45000,37000,35000,32000,30000,26000,25000,23000,20000,19000,18000,19000,20000,20000,23000,25000,26480,29000,32000,40000,43000,46000,49000,54000,38000,25000,20000,24000,28000,32000,33000,33275,34000,35000,34912,37341,37000,37500,42323,42475,38628,38499,40814,40255,42833,41345
177,Puerto Rico,882,"Milk, whole fresh cow",Milk Animals,5318,Head,193223,179512,183405,195067,195566,204854,193304,175773,174094,182134,199591,200850,98656,95525,92709,92398,95670,97166,88345,87947,87951,87727,90037,90106,90793,103735,93630,96070,94613,92004,89619,91488,88833,89000,90000,88684,88728,99000,100000,100000,100000,102000,86957,86057,86501,86698,86614,86530
177,Puerto Rico,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307,2146,2271,2312,2313,2375,2376,2377,2378,2379,2380,2382,2053,2183,2053,1941,1827,1782
178,Eritrea,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,152000,155000,157000,192000,231000,243000,252000,258000,350000,420000,520000,600000,650000,418679,683784,687203,690639,438338,710000,712000,712000,715000,715000,720000,720000,720000,720000,720000
178,Eritrea,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,151000,152000,153000,154000,165000,210000,200000,215000,215000,200000,210000,206013,206116,218000,224000,225000,226000,227000,228000,230000,221995,221359,222853,225304,224798,226646,228904,231146
178,Eritrea,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,140000,145000,150000,155000,160000,165000,170000,168550,168633,168717,180000,185000,180332,170000,172000,173000,174000,173210,183000,184000,177271,179252,180497,181333,178740,178661,178831,179001
178,Eritrea,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,62500,62820,63130,63450,63770,64090,64410,64735,65060,65385,65715,66045,66375,66710,67045,67380,67717,68000,69000,70000,70000,72256,72364,73274,74231,75085,74240,75098
179,Qatar,882,"Milk, whole fresh cow",Milk Animals,5318,Head,3100,3100,3200,3300,3400,3500,3600,2330,2400,2850,3500,4150,4400,5000,5650,5700,5820,5950,6250,6300,6350,6550,6600,6655,6819,6949,7277,7367,5515,7500,4351,4423,3300,3500,3800,4100,5000,5200,5100,5200,5200,5300,5300,5300,5300,5300,5300,5300
179,Qatar,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,22000,22500,22500,22500,22500,23000,23000,23000,23000,26000,28000,32000,35000,36000,39000,42000,40000,44769,42063,48898,55000,62684,66074,68770,69853,71038,72889,73885,51590,70000,57565,58552,43669,51129,75000,54485,80000,75304,83362,102309,127081,164737,186140,232326,257992,272440,275804,278836
179,Qatar,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,22000,22500,22500,23000,23000,23000,23000,23000,23000,23000,24000,24000,25000,28000,30000,32000,34000,35149,36741,44136,50000,58000,60453,61945,62521,63017,63845,64256,50225,60000,54098,55026,57002,50453,62000,52712,71400,62985,68599,76167,82228,91300,104763,118158,123308,130705,139085,143757
179,Qatar,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11660,11749,14237,16595,16900,18000,19000,19500,19600,19800,20000,20150,15000,11246,11431,11619,6800,7000,11092,11098,15039,16108,7700,7800,8000,6031,23933,25522,28671,33104,34179,33101
181,Zimbabwe,882,"Milk, whole fresh cow",Milk Animals,5318,Head,950000,970000,1020000,1070000,1120000,1060000,1050000,1000000,1000000,1000000,1000000,985000,990000,1040000,1065000,1050000,1050000,1155000,965000,1080000,830000,860000,810000,980000,975000,1300000,1092500,1113500,1155600,943200,954000,941400,898200,909000,901800,903600,905400,1023656,930000,925000,925000,930000,982561,990578,962159,974789,991110,990344
183,Romania,882,"Milk, whole fresh cow",Milk Animals,5318,Head,2007300,2045400,2050200,2086300,2116800,2153100,2159000,2116300,1965600,1919800,1974100,1972700,1949000,1932000,1923000,1855000,1704000,1954224,1898108,1782146,1504000,1539400,1585700,1552700,1536500,1680000,1647000,1692000,1692000,1684200,1694575,1622000,1592000,1658000,1669000,1596000,1506000,1441398,1198800,1170000,1162700,1168859,1188203,1190758,1192543,1158200,1138800,1139800
183,Romania,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8545.199531812785,7519.499804448006,8412.757646488939
183,Romania,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,11579400,11315200,10721200,10555900,10321900,10051300,10585200,10229400,9510000,10211800,10733300,9502000,9476000,8520000,8300000,8549000,8080000,7557490,7353220,7963588,7797100,7608400,7827390,6973000,6566500,6198000,5897000,5773000,5383963,5417660,5456700,5440500,5445500,5626000,5743000,7257000,7583000,7818392,8369728,8453488,8215000,6701931,6965336,7570675,7569635,7708500,7869800,7908300
183,Romania,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1212900,1293500,1310000
184,Rwanda,882,"Milk, whole fresh cow",Milk Animals,5318,Head,85900,83300,87000,90000,90000,100000,100000,130000,128000,132000,131000,127922,146750,164822,140020,136220,145000,146000,147000,162000,170000,160000,137963,180000,170000,190000,213000,201619,220723,219000,237016,250930,250000,288379,293848,304127,309269,333775,283000,284000,284000,285000,337719,309440,299376,326514,333319,335087
184,Rwanda,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,48600,37400,50500,50000,50000,51000,52000,53000,54000,55000,56000,54000,57000,56000,58000,58500,63000,62000,62500,62700,63100,62000,60000,62000,63000,44976,70000,56300,75000,80000,91511,115000,124801,126101,127412,129524,134741,133250,145456,138000,141345,117147,129704,118163,122303,113024,117963,117896
184,Rwanda,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,157100,125900,158300,180000,200000,204000,218000,230000,260000,300000,290000,289000,315600,307800,316600,324300,335000,334000,340000,345000,347000,340000,310000,340000,350000,263532,290527,360000,309386,400000,447812,600000,640000,670000,758610,874367,904833,925367,747000,750000,931039,880625,933040,903561,998161,941976,930109,931477
185,Russian Federation,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,20192200,19877500,19399000,18085000,16557200,15105500,13837400,13158000,12771000,12294400,11873328,11218267,10424797,9647223,9292143,9114535,8928440,8740968,8351185,8136896,8068689,7766275,7572692,7362338,7199922,7043569,6726133,6666987,6571603
185,Russian Federation,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,6162803,5772512,5016859,4099156,3404570,2839955,2390505,2018022,1920448,1934988,2001267,1594606,1885489,2195024,2373826,2587528,2635377,2196400,1945130,2082042,2334928,2422216,2949831,5131080,5276518,3780050,3812786,3788887,3705813
185,Russian Federation,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,750000,800000,1160892,825000,900000,947176,1000000,980000,1037400,1201800,1169977,1142777,1095000,1024059,987974,957128,958588,874629,844023,817670,782546,751051,777267,762590,759033,768023,787013,775204,765330
185,Russian Federation,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,190,190,200,210,210,210,210,140,140,210,280,200,202,201,199,189,191,188
186,Serbia and Montenegro,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,1038600,972200,1060500,1060500,1050000,1063800,1049800,869000,848000,831258,813106,777150,785075,623911,,,,,,,,,,,,,,,
186,Serbia and Montenegro,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,1195100,1146300,1190500,1139500,1146300,1071400,942000,712000,655000,592027,580774,512490,609000,585800,,,,,,,,,,,,,,,
189,Saint Lucia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,640,640,650,650,650,660,670,680,700,700,710,720,730,730,740,750,750,760,795,770,780,790,770,750,720,803,804,650,720,720,718,727,727,740,750,749,780,750,790,800,800,751,749,746,741,743,743,742
191,Saint Vincent and the Grenadines,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1000,1000,1000,1000,1000,1000,1000,1030,1040,1040,1060,1060,1060,1080,1000,1080,1030,990,940,950,970,980,990,1000,1030,1050,1047,1000,1010,1050,920,920,800,900,940,950,1000,933,1000,885,1000,756,718,682,732,722,713,723
193,Sao Tome and Principe,882,"Milk, whole fresh cow",Milk Animals,5318,Head,510,470,440,480,500,520,540,560,580,600,620,640,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,830,851,840,850,779,860,606,870,483,455,386,322,333,353,366,345,400,403,410,405,406
194,Saudi Arabia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,116295,137000,149000,159701,170000,175000,181668,142000,125000,95637,86000,93000,100000,115516,37522,40259,43150,44009,44025,47636,48258,53730,57366,58943,65262,73359,77994,84286,86895,87830,94369,101293,105759,114477,129333,147648,157081,160493,167155,171671,250000,252000,254000,256600,259000,183716,204129,224541
194,Saudi Arabia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1450000,1473000,1585000,1697000,1814000,1926000,2038000,2312000,2178000,2044000,2045000,1954736,1909500,1909708,2044000,1858000,1852000,1915000,1966000,2067000,2150000,2196000,2276320,2340820,2200000,2329484,2300000,2400000,2440000,2480000,2560000,2816000,2975000,2830000,2829000,2440000,2060000,2699205,2457000,2460000,3426331,2788433,2813788,2839373,2865191,2884659,2892256,2900860
194,Saudi Arabia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,543958,631000,783838,995356,1038370,1163420,1180717,1075425,989000,928732,945250,1048505,1016975,1046090,1141329,1151849,1058708,1157995,1279500,1325500,1395200,1464900,1486900,1493000,1510000,1479000,1464000,1540000,1922000,1902000,1863000,1922000,1920000,1701000,1650000,1494000,1295000,1500000,1520000,1560000,1575000,1274149,1322237,1334304,1346482,1327096,1360778,2095183
194,Saudi Arabia,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,70605,58750,73500,88250,100000,104300,108600,115000,110900,106800,152269,162148,154224,156136,164400,161700,168300,171100,174000,175000,176000,177000,178000,179000,180000,175000,176000,178000,179000,179000,180000,200000,191000,200000,195000,169000,161000,133715,215000,216000,218000,269500,271996,274514,277055,278146,280809,284533
195,Senegal,882,"Milk, whole fresh cow",Milk Animals,5318,Head,250000,225000,232000,238000,244000,251000,253000,250000,225000,226000,233000,220000,220000,222222,222222,222222,222222,436288,447400,463000,474666,484345,491365,503420,515250,506824,519340,542617,556246,477752,512843,532823,540289,559617,571904,621436,701541,718590,727623,756288,806000,800000,810000,815000,790000,800000,850000,698942
195,Senegal,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,270000,321600,337750,348000,354400,374800,352500,365250,398500,420000,400000,400000,530000,630000,580000,530000,554000,373657,387567,408153,426127,537677,547386,569197,590713,466392,632787,639814,658959,474762,554929,560975,578766,595413,719468,610067,748022,764799,794344,818648,735255,666991,729784,773046,816166,714315,709158,708652
